escola;Cod_turma;Turma;Tipo_Turma;Turno;Capacidade_sala;Serie;Alunos_Matriculados;Alunos_Matriculados_NEE
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20965;MATERNA II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;0
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20966;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;19;3
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20967;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;20;4
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20968;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;18;5
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20969;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;17;2
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20970;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;19;2
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;20971;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;19;2
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21147;101;NORMAL;INTEGRAL;25;1º ANO;23;5
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21148;102;NORMAL;INTEGRAL;25;1º ANO;21;3
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21149;201;NORMAL;INTEGRAL;25;2º ANO;25;1
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21563;401;NORMAL;INTEGRAL;30;4º ANO;22;0
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21565;402;NORMAL;INTEGRAL;30;4º ANO;22;1
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;21566;501;NORMAL;INTEGRAL;30;5º ANO;21;1
JIM PROFESSORA MARIA HONORINA ZANINI BERNARDO;22502;301;NORMAL;INTEGRAL;25;3º ANO;19;1
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20918;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;14;1
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20919;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;1
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20921;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;2
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20922;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;17;3
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20960;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;11;2
JIM PROFESSORA SABRINA SANTIAGO HENRIQUES;20962;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;9;1
JIM PROFESSOR RICARDO COUTO DE AGUIAR;20913;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;8;0
JIM PROFESSOR RICARDO COUTO DE AGUIAR;20915;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;8;0
JIM PROFESSOR RICARDO COUTO DE AGUIAR;22426;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;12;0
JIM PROFESSOR RICARDO COUTO DE AGUIAR;22427;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;11;0
JIM PROFESSOR RICARDO COUTO DE AGUIAR;22478;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;9;0
JIM RYNALDA RODRIGUES DA SILVA;20909;BERÇÁRIO II 01;NORMAL;INTEGRAL;12;BERÇÁRIO II;11;0
JIM RYNALDA RODRIGUES DA SILVA;20910;BERÇÁRIO II 02;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
JIM RYNALDA RODRIGUES DA SILVA;20911;BERÇÁRIO II 03;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
JIM RYNALDA RODRIGUES DA SILVA;20916;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;15;1
JIM RYNALDA RODRIGUES DA SILVA;20923;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;15;2
JIM RYNALDA RODRIGUES DA SILVA;20925;MATERNAL I 04;NORMAL;INTEGRAL;15;MATERNAL I;14;1
JIM RYNALDA RODRIGUES DA SILVA;20941;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;10;1
JIM RYNALDA RODRIGUES DA SILVA;20944;MATERNAL II 12;NORMAL;MANHÃ;15;MATERNAL II;11;2
JIM RYNALDA RODRIGUES DA SILVA;20948;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;14;3
JIM RYNALDA RODRIGUES DA SILVA;20951;MATERNAL II 22;NORMAL;TARDE;15;MATERNAL II;15;2
JIM RYNALDA RODRIGUES DA SILVA;20957;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;14;1
JIM TRENZINHO DA ESPERANÇA;20884;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;14;1
JIM TRENZINHO DA ESPERANÇA;20885;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;1
JIM TRENZINHO DA ESPERANÇA;20886;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;18;1
JIM TRENZINHO DA ESPERANÇA;20887;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;19;1
JIM TRENZINHO DA ESPERANÇA;20888;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;17;4
JIM TRENZINHO DA ESPERANÇA;20890;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;19;1
JIM TRENZINHO DA ESPERANÇA;20890;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;19;1
