escola;Cod_turma;Turma;Tipo_Turma;Turno;Capacidade_sala;Serie;Alunos_Matriculados;Alunos_Matriculados_NEE
EM ANÍSIO SPÍNOLA TEIXEIRA;21587;719;NORMAL;INTEGRAL;25;7º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21590;720;NORMAL;INTEGRAL;25;7º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21593;801;NORMAL;INTEGRAL;25;8º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21594;802;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21595;803;NORMAL;INTEGRAL;25;8º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21596;804;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21597;805;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21598;806;NORMAL;INTEGRAL;25;8º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21599;807;NORMAL;INTEGRAL;25;8º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21600;808;NORMAL;INTEGRAL;25;8º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21601;809;NORMAL;INTEGRAL;25;8º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21602;810;NORMAL;INTEGRAL;25;8º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21603;811;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21605;812;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21609;813;NORMAL;INTEGRAL;25;8º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21611;814;NORMAL;INTEGRAL;25;8º ANO;23;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21614;815;NORMAL;INTEGRAL;25;8º ANO;23;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21616;816;NORMAL;INTEGRAL;25;8º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21617;817;NORMAL;INTEGRAL;25;8º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21618;818;NORMAL;INTEGRAL;25;8º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21619;819;NORMAL;INTEGRAL;25;8º ANO;24;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21621;800;NORMAL;INTEGRAL;25;8º ANO;24;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21623;911;NORMAL;MANHÃ;25;9º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21628;912;NORMAL;MANHÃ;25;9º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21629;913;NORMAL;MANHÃ;25;9º ANO;25;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21630;914;NORMAL;MANHÃ;26;9º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21631;915;NORMAL;MANHÃ;25;9º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21632;916;NORMAL;MANHÃ;25;9º ANO;25;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21633;917;NORMAL;MANHÃ;25;9º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21634;918;NORMAL;MANHÃ;25;9º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21635;919;NORMAL;MANHÃ;25;9º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21636;920;NORMAL;TARDE;25;9º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21637;921;NORMAL;TARDE;25;9º ANO;19;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21639;922;NORMAL;TARDE;25;9º ANO;22;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21642;923;NORMAL;TARDE;25;9º ANO;19;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21643;924;NORMAL;TARDE;25;9º ANO;21;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21644;925;NORMAL;TARDE;25;9º ANO;23;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21645;926;NORMAL;TARDE;25;9º ANO;22;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21646;927;NORMAL;TARDE;25;9º ANO;19;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21647;928;NORMAL;TARDE;25;9º ANO;21;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21648;929;NORMAL;TARDE;25;9º ANO;21;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21649;910;NORMAL;MANHÃ;25;9º ANO;24;1
EM ANÍSIO SPÍNOLA TEIXEIRA;22421;1001;NORMAL;NOITE;25;1°ANO MÉDIO;15;0
EM ANÍSIO SPÍNOLA TEIXEIRA;22422;1002;NORMAL;NOITE;25;1°ANO MÉDIO;13;0
EM ANÍSIO SPÍNOLA TEIXEIRA;22425;1003;NORMAL;NOITE;25;1°ANO MÉDIO;13;1
EM ANTONIO LOPES DA FONTOURA;22020;421;NORMAL;TARDE;30;4º ANO;20;1
EM ANTONIO LOPES DA FONTOURA;22021;422;NORMAL;TARDE;30;4º ANO;19;2
EM ANTONIO LOPES DA FONTOURA;22022;423;NORMAL;TARDE;30;4º ANO;19;2
EM ANTONIO LOPES DA FONTOURA;22023;424;NORMAL;TARDE;30;4º ANO;17;0
EM ANTONIO LOPES DA FONTOURA;22024;425;NORMAL;TARDE;30;4º ANO;20;3
EM ANTONIO LOPES DA FONTOURA;22035;521;NORMAL;TARDE;30;5º ANO;25;3
EM ANTONIO LOPES DA FONTOURA;22036;522;NORMAL;TARDE;30;5º ANO;26;4
EM ANTONIO LOPES DA FONTOURA;22037;523;NORMAL;TARDE;30;5º ANO;24;3
EM ANTONIO LOPES DA FONTOURA;22038;524;NORMAL;TARDE;30;5º ANO;25;2
EM ANTONIO LOPES DA FONTOURA;22039;621;NORMAL;TARDE;35;6º ANO;23;2
EM ANTONIO LOPES DA FONTOURA;22040;622;NORMAL;TARDE;35;6º ANO;24;3
EM ANTONIO LOPES DA FONTOURA;22041;623;NORMAL;TARDE;35;6º ANO;25;2
EM ANTONIO LOPES DA FONTOURA;22042;624;NORMAL;TARDE;35;6º ANO;26;2
EM ANTONIO LOPES DA FONTOURA;22043;625;NORMAL;TARDE;35;6º ANO;25;1
EM ANTONIO LOPES DA FONTOURA;22044;626;NORMAL;TARDE;35;6º ANO;24;1
EM ANTONIO LOPES DA FONTOURA;22045;627;NORMAL;TARDE;35;6º ANO;24;4
EM ANTONIO LOPES DA FONTOURA;22046;628;NORMAL;TARDE;35;6º ANO;25;2
EM ANTONIO LOPES DA FONTOURA;22047;629;NORMAL;TARDE;35;6º ANO;24;4
EM ANTONIO LOPES DA FONTOURA;22048;711;NORMAL;MANHÃ;35;7º ANO;26;5
EM ANTONIO LOPES DA FONTOURA;22049;712;NORMAL;MANHÃ;35;7º ANO;26;3
EM ANTONIO LOPES DA FONTOURA;22050;713;NORMAL;MANHÃ;35;7º ANO;28;3
EM ANTONIO LOPES DA FONTOURA;22051;714;NORMAL;MANHÃ;35;7º ANO;28;3
EM ANTONIO LOPES DA FONTOURA;22052;715;NORMAL;MANHÃ;35;7º ANO;26;6
EM ANTONIO LOPES DA FONTOURA;22053;716;NORMAL;MANHÃ;35;7º ANO;28;3
EM ANTONIO LOPES DA FONTOURA;22054;717;NORMAL;MANHÃ;35;7º ANO;26;1
EM ANTONIO LOPES DA FONTOURA;22055;718;NORMAL;MANHÃ;35;7º ANO;24;1
EM ANTONIO LOPES DA FONTOURA;22057;811;NORMAL;MANHÃ;35;8º ANO;29;2
EM ANTONIO LOPES DA FONTOURA;22058;812;NORMAL;MANHÃ;35;8º ANO;28;1
EM ANTONIO LOPES DA FONTOURA;22059;813;NORMAL;MANHÃ;35;8º ANO;31;2
EM ANTONIO LOPES DA FONTOURA;22060;814;NORMAL;MANHÃ;35;8º ANO;32;2
EM ANTONIO LOPES DA FONTOURA;22061;911;NORMAL;MANHÃ;35;9º ANO;32;2
EM ANTONIO LOPES DA FONTOURA;22062;912;NORMAL;MANHÃ;35;9º ANO;33;1
EM ANTONIO LOPES DA FONTOURA;22063;913;NORMAL;MANHÃ;35;9º ANO;29;5
EM ANTONIO LOPES DA FONTOURA;22064;914;NORMAL;MANHÃ;35;9º ANO;31;1
EM ANTONIO LOPES DA FONTOURA;22554;815;NORMAL;MANHÃ;30;8º ANO;21;3
EM ANTONIO RUFINO DE SOUZA FILHO;21100;MATERNAL I 21;NORMAL;TARDE;15;MATERNAL I;15;0
EM ANTONIO RUFINO DE SOUZA FILHO;21104;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;15;0
EM ANTONIO RUFINO DE SOUZA FILHO;21105;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;17;0
EM ANTONIO RUFINO DE SOUZA FILHO;21106;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;10;0
EM ANTONIO RUFINO DE SOUZA FILHO;21107;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;14;0
EM ANTONIO RUFINO DE SOUZA FILHO;21108;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;20;1
EM ANTONIO RUFINO DE SOUZA FILHO;21125;111;NORMAL;MANHÃ;25;1º ANO;16;4
EM ANTONIO RUFINO DE SOUZA FILHO;21126;121;NORMAL;TARDE;25;1º ANO;24;3
EM ANTONIO RUFINO DE SOUZA FILHO;21127;211;NORMAL;MANHÃ;25;2º ANO;16;0
EM ANTONIO RUFINO DE SOUZA FILHO;21128;221;NORMAL;TARDE;25;2º ANO;22;2
EM ANTONIO RUFINO DE SOUZA FILHO;21707;401;NORMAL;INTEGRAL;30;4º ANO;30;2
EM ANTONIO RUFINO DE SOUZA FILHO;21708;511;NORMAL;MANHÃ;30;5º ANO;30;2
EM ANTONIO RUFINO DE SOUZA FILHO;21709;521;NORMAL;TARDE;30;5º ANO;25;1
EM ANTONIO RUFINO DE SOUZA FILHO;21710;611;NORMAL;MANHÃ;35;6º ANO;32;1
EM ANTONIO RUFINO DE SOUZA FILHO;21711;621;NORMAL;TARDE;35;6º ANO;33;3
EM ANTONIO RUFINO DE SOUZA FILHO;21712;711;NORMAL;MANHÃ;35;7º ANO;34;1
EM ANTONIO RUFINO DE SOUZA FILHO;21713;721;NORMAL;TARDE;35;7º ANO;35;5
EM ANTONIO RUFINO DE SOUZA FILHO;21715;811;NORMAL;MANHÃ;35;8º ANO;34;2
EM ANTONIO RUFINO DE SOUZA FILHO;21716;821;NORMAL;TARDE;35;8º ANO;24;5
EM ANTONIO RUFINO DE SOUZA FILHO;22314;311;NORMAL;MANHÃ;26;3º ANO;26;3
EM BARRA DE ZACARIAS;21098;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;20;0
EM BARRA DE ZACARIAS;21099;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;19;0
EM BARRA DE ZACARIAS;21202;101;NORMAL;INTEGRAL;24;1º ANO;24;0
EM BARRA DE ZACARIAS;21203;201;NORMAL;INTEGRAL;20;2º ANO;19;2
EM BARRA DE ZACARIAS;21204;202;NORMAL;INTEGRAL;20;2º ANO;20;2
EM BARRA DE ZACARIAS;21747;401;NORMAL;INTEGRAL;24;4º ANO;21;4
EM BARRA DE ZACARIAS;21750;402;NORMAL;INTEGRAL;24;4º ANO;21;3
EM BARRA DE ZACARIAS;21752;501;NORMAL;INTEGRAL;25;5º ANO;25;1
EM BARRA DE ZACARIAS;22315;301;NORMAL;INTEGRAL;24;3º ANO;23;2
EM BARRA DE ZACARIAS;22316;302;NORMAL;INTEGRAL;22;3º ANO;22;2
EM BENVINDO TAQUES HORTA;21093;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;15;1
EM BENVINDO TAQUES HORTA;21094;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;18;1
EM BENVINDO TAQUES HORTA;21095;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;11;3
EM BENVINDO TAQUES HORTA;21096;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;13;0
EM BENVINDO TAQUES HORTA;21195;111;NORMAL;MANHÃ;25;1º ANO;17;1
EM BENVINDO TAQUES HORTA;21196;121;NORMAL;TARDE;25;1º ANO;23;3
EM BENVINDO TAQUES HORTA;21197;221;NORMAL;TARDE;25;2º ANO;19;3
EM BENVINDO TAQUES HORTA;21198;222;NORMAL;TARDE;25;2º ANO;18;3
EM BENVINDO TAQUES HORTA;21654;411;NORMAL;MANHÃ;30;4º ANO;20;3
EM BENVINDO TAQUES HORTA;21655;412;NORMAL;MANHÃ;30;4º ANO;20;1
EM BENVINDO TAQUES HORTA;21656;511;NORMAL;MANHÃ;30;5º ANO;20;2
EM BENVINDO TAQUES HORTA;21657;512;NORMAL;MANHÃ;30;5º ANO;20;2
EM BENVINDO TAQUES HORTA;22317;321;NORMAL;TARDE;25;3º ANO;22;2
EM BENVINDO TAQUES HORTA;22318;322;NORMAL;TARDE;25;3º ANO;22;3
EM BRASILINA COUTINHO;21080;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;5;0
EM BRASILINA COUTINHO;21193;121;NORMAL;TARDE;20;1º ANO;11;1
EM BRASILINA COUTINHO;21194;221;NORMAL;TARDE;20;2º ANO;10;0
EM BRASILINA COUTINHO;22319;311;NORMAL;MANHÃ;25;3º ANO;11;2
EM BRASILINA COUTINHO;22625;MATERNAL II 21 E PRÉ I 21;MULTETAPA;TARDE;20;MATERNAL II;15;1
EM BRASILINA COUTINHO;22632;411 E 511;MULTETAPA;MANHÃ;30;4º ANO;20;2
EM CARLOS MAGNO LEGENTIL DE MATTOS;21164;101;NORMAL;INTEGRAL;25;1º ANO;21;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;21165;102;NORMAL;INTEGRAL;25;1º ANO;23;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;21166;103;NORMAL;INTEGRAL;25;1º ANO;21;4
EM CARLOS MAGNO LEGENTIL DE MATTOS;21167;104;NORMAL;INTEGRAL;25;1º ANO;22;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;21168;211;NORMAL;MANHÃ;25;2º ANO;19;2
EM CARLOS MAGNO LEGENTIL DE MATTOS;21169;221;NORMAL;TARDE;25;2º ANO;23;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;21986;411;NORMAL;MANHÃ;30;4º ANO;30;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;21987;412;NORMAL;MANHÃ;30;4º ANO;30;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;21988;413;NORMAL;MANHÃ;30;4º ANO;29;4
EM CARLOS MAGNO LEGENTIL DE MATTOS;21989;421;NORMAL;TARDE;30;4º ANO;25;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;21991;511;NORMAL;MANHÃ;30;5º ANO;28;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;21992;512;NORMAL;MANHÃ;30;5º ANO;28;2
EM CARLOS MAGNO LEGENTIL DE MATTOS;21993;521;NORMAL;TARDE;30;5º ANO;29;2
EM CARLOS MAGNO LEGENTIL DE MATTOS;21994;522;NORMAL;TARDE;30;5º ANO;29;1
EM CARLOS MAGNO LEGENTIL DE MATTOS;22320;311;NORMAL;MANHÃ;25;3º ANO;22;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;22321;312;NORMAL;MANHÃ;25;3º ANO;22;5
EM CARLOS MAGNO LEGENTIL DE MATTOS;22322;313;NORMAL;MANHÃ;25;3º ANO;22;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;22323;321;NORMAL;TARDE;25;3º ANO;21;3
EM CARLOS MAGNO LEGENTIL DE MATTOS;22324;322;NORMAL;TARDE;25;3º ANO;20;4
EM CARLOS MAGNO LEGENTIL DE MATTOS;22325;323;NORMAL;TARDE;25;3º ANO;18;4
EM CARLOS MAGNO LEGENTIL DE MATTOS;22326;422;NORMAL;TARDE;30;4º ANO;24;4
EM CARLOS MANOEL COSTA LIMA;21076;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;15;0
EM CARLOS MANOEL COSTA LIMA;21077;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
EM CARLOS MANOEL COSTA LIMA;21081;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;13;0
EM CARLOS MANOEL COSTA LIMA;21082;MATERNAL II 12;NORMAL;MANHÃ;15;MATERNAL II;15;1
EM CARLOS MANOEL COSTA LIMA;21083;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;0
EM CARLOS MANOEL COSTA LIMA;21084;MATERNAL II 22;NORMAL;TARDE;15;MATERNAL II;15;0
EM CARLOS MANOEL COSTA LIMA;21085;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;18;1
EM CARLOS MANOEL COSTA LIMA;21086;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;19;0
EM CARLOS MANOEL COSTA LIMA;21087;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;20;1
EM CARLOS MANOEL COSTA LIMA;21088;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;20;1
EM CARLOS MANOEL COSTA LIMA;21089;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;11;2
EM CARLOS MANOEL COSTA LIMA;21090;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;16;2
EM CARLOS MANOEL COSTA LIMA;21091;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;19;0
EM CARLOS MANOEL COSTA LIMA;21092;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;20;1
EM CARLOS MANOEL COSTA LIMA;21097;101;NORMAL;INTEGRAL;25;1º ANO;25;1
EM CARLOS MANOEL COSTA LIMA;21101;111;NORMAL;MANHÃ;25;1º ANO;19;1
EM CARLOS MANOEL COSTA LIMA;21103;121;NORMAL;TARDE;25;1º ANO;22;4
EM CARLOS MANOEL COSTA LIMA;21109;201;NORMAL;INTEGRAL;25;2º ANO;23;3
EM CARLOS MANOEL COSTA LIMA;21113;202;NORMAL;INTEGRAL;25;2º ANO;22;0
EM CARLOS MANOEL COSTA LIMA;21114;211;NORMAL;MANHÃ;25;2º ANO;25;6
EM CARLOS MANOEL COSTA LIMA;21115;221;NORMAL;TARDE;25;2º ANO;15;1
EM CARLOS MANOEL COSTA LIMA;21981;411;NORMAL;MANHÃ;30;4º ANO;23;4
EM CARLOS MANOEL COSTA LIMA;21982;421;NORMAL;TARDE;30;4º ANO;20;3
EM CARLOS MANOEL COSTA LIMA;21983;401;NORMAL;INTEGRAL;30;4º ANO;21;0
EM CARLOS MANOEL COSTA LIMA;21984;511;NORMAL;MANHÃ;30;5º ANO;27;0
EM CARLOS MANOEL COSTA LIMA;21985;501;NORMAL;INTEGRAL;30;5º ANO;29;1
EM CARLOS MANOEL COSTA LIMA;22327;301;NORMAL;INTEGRAL;25;3º ANO;25;0
EM CARLOS MANOEL COSTA LIMA;22574;311;NORMAL;MANHÃ;25;3º ANO;22;4
EM CARLOS MANOEL COSTA LIMA;22607;321;NORMAL;TARDE;25;3º ANO;19;3
EM CARLOS MANOEL COSTA LIMA;22608;322;NORMAL;TARDE;25;3º ANO;17;2
EM CLÉRIO BOECHAT DE OLIVEIRA;22091;PAE 21 - N2;CORREÇÃO DE FLUXO;TARDE;25;;20;0
EM CLÉRIO BOECHAT DE OLIVEIRA;22092;601;NORMAL;INTEGRAL;37;6º ANO;36;3
EM CLÉRIO BOECHAT DE OLIVEIRA;22093;602;NORMAL;INTEGRAL;37;6º ANO;36;1
EM CLÉRIO BOECHAT DE OLIVEIRA;22094;603;NORMAL;INTEGRAL;37;6º ANO;36;0
EM CLÉRIO BOECHAT DE OLIVEIRA;22095;701;NORMAL;INTEGRAL;37;7º ANO;37;5
EM CLÉRIO BOECHAT DE OLIVEIRA;22096;702;NORMAL;INTEGRAL;37;7º ANO;37;3
EM CLÉRIO BOECHAT DE OLIVEIRA;22097;703;NORMAL;INTEGRAL;37;7º ANO;37;2
EM CLÉRIO BOECHAT DE OLIVEIRA;22098;704;NORMAL;INTEGRAL;36;7º ANO;36;4
EM CLÉRIO BOECHAT DE OLIVEIRA;22100;811;NORMAL;MANHÃ;35;8º ANO;34;2
EM CLÉRIO BOECHAT DE OLIVEIRA;22101;812;NORMAL;MANHÃ;35;8º ANO;32;2
EM CLÉRIO BOECHAT DE OLIVEIRA;22102;813;NORMAL;MANHÃ;35;8º ANO;31;3
EM CLÉRIO BOECHAT DE OLIVEIRA;22103;821;NORMAL;TARDE;35;8º ANO;32;4
EM CLÉRIO BOECHAT DE OLIVEIRA;22104;822;NORMAL;TARDE;35;8º ANO;31;5
EM CLÉRIO BOECHAT DE OLIVEIRA;22105;911;NORMAL;MANHÃ;35;9º ANO;35;3
EM CLÉRIO BOECHAT DE OLIVEIRA;22106;912;NORMAL;MANHÃ;35;9º ANO;35;1
EM CLÉRIO BOECHAT DE OLIVEIRA;22107;913;NORMAL;MANHÃ;35;9º ANO;34;2
EM CLÉRIO BOECHAT DE OLIVEIRA;22108;914;NORMAL;MANHÃ;35;9º ANO;35;1
EM CLÉRIO BOECHAT DE OLIVEIRA;22109;921;NORMAL;TARDE;35;9º ANO;31;6
EM CLÉRIO BOECHAT DE OLIVEIRA;22110;922;NORMAL;TARDE;35;9º ANO;29;4
EM CLÉRIO BOECHAT DE OLIVEIRA;22111;923;NORMAL;TARDE;35;9º ANO;30;5
EM CONEGO BATALHA;21291;121;NORMAL;TARDE;25;1º ANO;22;1
EM CONEGO BATALHA;21292;211;NORMAL;MANHÃ;25;2º ANO;21;2
EM CONEGO BATALHA;21293;221;NORMAL;TARDE;25;2º ANO;20;3
EM CONEGO BATALHA;21294;222;NORMAL;TARDE;25;2º ANO;20;3
EM CONEGO BATALHA;21295;223;NORMAL;TARDE;25;2º ANO;15;3
EM CONEGO BATALHA;21296;224;NORMAL;TARDE;25;2º ANO;18;2
EM CONEGO BATALHA;21843;411;NORMAL;MANHÃ;30;4º ANO;27;2
EM CONEGO BATALHA;21844;412;NORMAL;MANHÃ;30;4º ANO;27;3
EM CONEGO BATALHA;21845;421;NORMAL;TARDE;30;4º ANO;29;1
EM CONEGO BATALHA;21846;511;NORMAL;MANHÃ;30;5º ANO;22;2
EM CONEGO BATALHA;21847;512;NORMAL;MANHÃ;30;5º ANO;24;1
EM CONEGO BATALHA;21848;513;NORMAL;MANHÃ;30;5º ANO;24;2
EM CONEGO BATALHA;22232;311;NORMAL;MANHÃ;25;3º ANO;17;2
EM CONEGO BATALHA;22233;321;NORMAL;TARDE;25;3º ANO;17;0
EM DA MATA ATLÂNTICA;21071;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;0
EM DA MATA ATLÂNTICA;21072;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;16;1
EM DA MATA ATLÂNTICA;21073;PRÉ I 22;NORMAL;TARDE;20;PRÉ I;14;2
EM DA MATA ATLÂNTICA;21074;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;18;3
EM DA MATA ATLÂNTICA;21075;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;19;2
EM DA MATA ATLÂNTICA;21185;111;NORMAL;MANHÃ;25;1º ANO;24;5
EM DA MATA ATLÂNTICA;21186;112;NORMAL;MANHÃ;25;1º ANO;22;5
EM DA MATA ATLÂNTICA;21187;121;NORMAL;TARDE;25;1º ANO;24;2
EM DA MATA ATLÂNTICA;21188;211;NORMAL;MANHÃ;25;2º ANO;24;3
EM DA MATA ATLÂNTICA;21189;221;NORMAL;TARDE;25;2º ANO;22;3
EM DA MATA ATLÂNTICA;22014;401;NORMAL;INTEGRAL;30;4º ANO;26;2
EM DA MATA ATLÂNTICA;22015;402;NORMAL;INTEGRAL;30;4º ANO;25;4
EM DA MATA ATLÂNTICA;22016;403;NORMAL;INTEGRAL;30;4º ANO;27;4
EM DA MATA ATLÂNTICA;22017;511;NORMAL;MANHÃ;30;5º ANO;26;2
EM DA MATA ATLÂNTICA;22018;512;NORMAL;MANHÃ;30;5º ANO;27;1
EM DA MATA ATLÂNTICA;22019;521;NORMAL;TARDE;30;5º ANO;27;1
EM DA MATA ATLÂNTICA;22441;311;NORMAL;MANHÃ;25;3º ANO;23;3
EM DA MATA ATLÂNTICA;22442;312;NORMAL;MANHÃ;25;3º ANO;20;3
EM DA MATA ATLÂNTICA;22443;313;NORMAL;MANHÃ;25;3º ANO;21;3
EM DA MATA ATLÂNTICA;22448;321;NORMAL;TARDE;25;3º ANO;25;3
EM DE APLICAÇÃO JOSÉ PEREIRA DA SILVA;21435;201;NORMAL;INTEGRAL;25;2º ANO;24;3
EM DE APLICAÇÃO JOSÉ PEREIRA DA SILVA;21437;202;NORMAL;INTEGRAL;25;2º ANO;20;2
EM DE APLICAÇÃO JOSÉ PEREIRA DA SILVA;21439;203;NORMAL;INTEGRAL;25;2º ANO;22;2
EM DE APLICAÇÃO JOSÉ PEREIRA DA SILVA;21441;204;NORMAL;INTEGRAL;25;2º ANO;20;4
EM DE APLICAÇÃO JOSÉ PEREIRA DA SILVA;21443;205;NORMAL;INTEGRAL;25;2º ANO;21;3
EM DE IDOSOS MILTON FELIPE DINIZ;22300;221 E 321 CENTRO;EJA;TARDE;25;II FASE;21;0
EM DE IDOSOS MILTON FELIPE DINIZ;22303;411 E 511 CENTRO;EJA;MANHÃ;25;IV FASE;25;0
EM DE IDOSOS MILTON FELIPE DINIZ;22305;621 CENTRO;EJA;TARDE;25;VI FASE;25;0
EM DE IDOSOS MILTON FELIPE DINIZ;22392;221 ITAIPUAÇU;EJA;TARDE;25;II FASE;9;0
EM DE IDOSOS MILTON FELIPE DINIZ;22393;311 E 411 ITAIPUAÇU;MULTETAPA;MANHÃ;30;III FASE;21;0
EM DE IDOSOS MILTON FELIPE DINIZ;22398;421 E 521 ITAIPUAÇU;MULTETAPA;TARDE;30;IV FASE;26;0
EM DE IDOSOS MILTON FELIPE DINIZ;22761;111 ALFA ITAIPUAÇU;EJA;MANHÃ;25;I FASE;10;0
EM DE IDOSOS MILTON FELIPE DINIZ;22762;111 ALFA CENTRO;EJA;MANHÃ;25;I FASE;11;0
EM DE INOÃ;21417;121;NORMAL;TARDE;25;1º ANO;23;2
EM DE INOÃ;21419;111;NORMAL;MANHÃ;25;1º ANO;21;2
EM DE INOÃ;21422;112;NORMAL;MANHÃ;25;1º ANO;18;4
EM DE INOÃ;21446;211;NORMAL;MANHÃ;25;2º ANO;19;1
EM DE INOÃ;21449;221;NORMAL;TARDE;25;2º ANO;24;1
EM DE INOÃ;21451;222;NORMAL;TARDE;25;2º ANO;24;1
EM DE INOÃ;21456;411;NORMAL;MANHÃ;30;4º ANO;30;2
EM DE INOÃ;21457;421;NORMAL;TARDE;30;4º ANO;26;3
EM DE INOÃ;21458;511;NORMAL;MANHÃ;30;5º ANO;29;3
EM DE INOÃ;21459;521;NORMAL;TARDE;30;5º ANO;28;2
EM DE INOÃ;21473;622;NORMAL;TARDE;35;6º ANO;34;2
EM DE INOÃ;21476;721;NORMAL;TARDE;35;7º ANO;31;5
EM DE INOÃ;21478;722;NORMAL;TARDE;35;7º ANO;31;1
EM DE INOÃ;21480;723;NORMAL;TARDE;35;7º ANO;34;6
EM DE INOÃ;21483;801;NORMAL;INTEGRAL;38;8º ANO;33;2
EM DE INOÃ;21484;802;NORMAL;INTEGRAL;38;8º ANO;36;1
EM DE INOÃ;21485;803;NORMAL;INTEGRAL;38;8º ANO;36;1
